,PC1,PC2,PC3,PC4,PC5,PC6,y
32,-1.0736983355750251,-1.4949842089004661,0.7727873939408176,-0.121431094030707,-0.257904167307059,0.04075101098484064,110400.0
33,-1.3321719527399405,-1.692957632739842,0.7072195494354566,-0.2636492390553909,-0.2210489771028091,-0.042752907464669365,104900.0
34,-0.3876834613323261,-1.256190054219568,1.3244090290951132,-0.25267678892248413,-0.08372909985599068,-0.03740570339857022,109700.0
35,-1.6871915053411828,-1.5965984406435823,0.6660910927204585,-0.23542405758738788,-0.18930582158900966,-0.055389148599149875,97200.0
36,-1.0565254683199548,-1.8408612951638414,0.6199254092817005,-0.19243278289891635,-0.19999270746883516,-0.0020186449816488945,104500.0
37,-1.2301486164133615,-1.8227243935840423,0.9504524589824479,-0.18640310052786657,-0.06859643279933336,-0.1008593538347433,103900.0
38,-1.4716240226802868,-0.7908739420354488,1.3634906957343418,-0.18117148174127531,-0.03773062609786933,-0.005810179441666529,191400.0
39,-0.03828873710375792,-1.4630825939881067,1.4192667443828058,-0.325104339300813,0.2930641971403885,-0.05211880894457597,176000.0
40,-1.1373609446488075,-1.505936784455557,1.1180649901395454,-0.17438158163375916,-0.05976031621974283,-0.026891093065236852,155400.0
41,-1.7963805322913782,-1.764397123509568,0.7433494809679747,-0.2660054772038381,-0.10726877518001113,0.0310427958960128,150000.0
42,-2.0458973576521693,-1.7760027606606892,0.49711226146265813,-0.159706955092263,-0.19809159060147033,-0.044727756147553845,118800.0
43,-1.9627743177085077,-0.4933446754178518,1.3806913238665053,-0.10033124815339653,-0.03712388406394936,-0.0006164662907794528,188800.0
44,-1.5449120408289034,-0.9969077140292537,1.2485100906947313,-0.19110126486438492,-0.10121400689474713,-0.021236134802032573,184400.0
45,-1.236766421095534,-1.2088162533162052,1.2279045631605094,-0.3218920636859841,-0.01035934799597015,-0.013712654111768889,182300.0
46,-1.5941820408840046,-1.4081741290739878,0.8711210430310504,-0.2231074931527277,-0.035985748444349944,-0.03151280891718709,142500.0
47,-1.6080210107737787,-1.2995281711877782,0.2884451101612686,-0.21912568098630442,-0.06893610575808944,0.030576955811831816,137500.0
48,-1.9736400843669772,-1.5098197987773287,-0.1691215100218668,-0.14618295094887546,-0.18738565509220814,-0.012134906536468915,187500.0
49,-1.3074698336524857,-1.2483928750961168,0.12655640064494378,-0.19200169870560502,0.1334310300702842,-0.017075783429559954,112500.0
50,-0.7920759881292706,-1.0881498447406097,-1.3693268096437592,-0.25846661237171176,0.3049440760981495,-0.0649657683966826,171900.0
51,-0.8430700436209181,-1.510952169197327,0.37964677143386094,-0.15893630955894633,-0.12034374460732426,-0.00954162545672265,93800.0
52,0.7296985972357684,-1.8742885620452707,0.42542227055433995,-0.161910003728974,0.012955856736307477,0.10032739909717997,97500.0
53,-1.0249556486139018,-1.9387605604758937,0.9479794793087318,-0.06974354185840886,-0.09831934539579276,0.03289363898053837,104200.0
54,-1.786796743013663,-1.6281834258929841,0.896946593994174,-0.07664310796447159,-0.2555505975819898,-0.05583871518096492,87500.0
55,-1.901309429935885,-1.715480561894401,0.8292909989420432,-0.14776374194216527,-0.19462400369067,-0.022243629612599656,83100.0
56,-1.711293648539765,-1.688738488616563,0.8862668961017982,-0.20726477961588083,-0.21043008864419604,-0.029398391648183413,87500.0
57,-1.5913974276525686,-2.0201444382850755,0.7571309080223689,-0.22226816483576278,-0.35057102834189907,0.05180414724706848,85300.0
58,-1.3756472340569732,-1.892492970824709,0.8806673430217729,0.03819151789776,-0.2190569841887985,0.015211457934059772,80300.0
59,-1.830717043551013,0.5561350866158086,-2.5817223302735526,-0.03374170232472849,-0.0020296615589155535,-0.07789205221874562,60000.0
60,-1.9052740347208275,-0.7616665928875274,1.2672833505555352,-0.08179655204491103,-0.1596666673264048,0.016474857414044176,75700.0
61,-2.6309064414267556,0.7170592082551281,1.5095278968732915,0.02851268923996863,0.10859435431065315,0.08525030094480951,75000.0
62,-2.1919104880297207,-1.8322214530274208,0.518161521330089,-0.1995115572846593,-0.3207447105280827,0.036682070092809216,86100.0
63,-1.9531322776934517,-1.7817996511043386,0.775812711589322,-0.20720942526071434,-0.39523057483503926,0.041431765390736806,76100.0
64,-2.091538811318997,-0.9769132428162843,0.7618119005518524,-0.13519464003779225,-0.1914138886947119,0.042230872183279575,73500.0
65,-1.9633500383586537,-1.8105729383067368,0.7670255396314517,-0.10058368109369051,-0.3086310952558242,-0.02942701527402356,78400.0
66,-1.368726878259029,-1.9356960212799739,0.4998010610326665,-0.21714054776927402,-0.2003118044943468,-0.0643210661444531,84400.0
67,-1.9835303336467953,-1.1225896996736426,1.077680218864957,-0.1554094429425078,-0.21633118666601953,0.12201895571308244,81300.0
68,-2.436064219520661,-1.4146908761104475,0.8317050509201529,-0.13384389827734403,-0.2855843181443489,-0.0014460495394478618,85000.0
69,0.10358038109108701,-2.0074318872016965,0.6574149151271198,0.01276202323228245,-0.14906034327088924,-0.04366064354355046,129200.0
70,-1.7859123519201574,-0.6442468632234092,-0.9801062991496711,-0.08760802196089448,-0.20352343002679635,-0.03073146419140019,82500.0
71,-1.6759587960031028,-1.8743588791039485,0.276310849476315,-0.2252033051047712,-0.1153247894399782,-0.05190676580153751,95200.0
72,-2.004407582287271,-1.4318059814090702,0.6643326083121565,-0.06753560226304302,-0.23959878421995875,0.04363126229517642,75000.0
73,-2.8156180945172142,-1.7968089594691086,0.02405702387665936,-0.15875906140601784,-0.3380683558228845,-0.07308194257312994,67500.0
74,-1.6747596566643654,-0.10996776593585036,-1.2443013440131057,-0.15082901085473624,-0.13013091557514211,-0.0295554883102413,137500.0
75,-0.6235048297257328,-0.9502111775543258,-1.627963836008439,-0.2882970165844856,0.20042878683822507,-0.07724923968126864,177500.0
76,-0.13709348624933518,-0.8819802649984132,0.2087148690346745,-0.2675996808971371,-0.1962593809356161,-0.050264034053379,102100.0
77,-1.2344928993572881,-0.7932818920392618,-1.5398250029555722,-0.02479009726510964,-0.24442249660456106,-0.03484662392620523,108300.0
78,-0.7455824109467241,-1.151168542066706,-1.2251805954223298,-0.030651581270569744,-0.2443412097742046,-0.028099843059463833,112500.0
79,-1.9626237452747446,-0.9324630315830393,-0.07921698425107795,-0.15666873445298787,-0.13058690313082202,-0.02358231794158571,131300.0
80,-1.1406985067281685,-0.5843587820606992,-1.5902625276852436,-0.12609907862648875,0.04522664483135426,-0.08459461356993375,162500.0
81,-2.6665643734615307,-1.7169648957381831,0.6378759575030544,-0.11606685669847319,-0.2792810265861259,-0.04568139879700892,112500.0
82,-2.5340418290479043,-1.568948640215884,0.7391646398835303,-0.1588897012288804,-0.22678517723782735,-0.0299330493857623,112500.0
83,-2.3128938046550407,-1.9545142282162498,0.6193670929188666,-0.1656537543304907,-0.17266532475448432,-0.04109095280624013,137500.0
84,-1.7775815132788135,-0.938970752132492,-0.3077337343166094,-0.11568838956095669,-0.21695530513601688,-0.047714928607159694,118800.0
85,-2.2526687331109243,-1.1766436733456302,0.9876713895260469,-0.10954490766139913,-0.24982911643721054,0.008901927321500962,98200.0
86,-1.2647954072922272,-1.6415673778753743,-0.04541497764892403,-0.37757294013028386,0.19107572128678701,0.032420318274838794,118800.0
87,-0.951742001310838,-0.7289402652000473,-2.236669355779749,-0.24858756831739434,0.1234342606390958,-0.08513500058247747,162500.0
88,-2.029676218160951,-0.44411509751173556,-2.379049902744113,-0.06133278979749057,-0.16458058249709712,-0.07489436421799034,137500.0
89,-2.503804112421774,-1.7163361047254944,0.6824953974504409,0.010768805538410958,-0.2462817360372975,-0.03554122602976014,500001.0
90,-0.7990042829734351,-0.34254411996662754,-1.4774589596083862,-0.0913559118283816,0.23140471432208676,-0.007887553306143175,162500.0
91,-2.29358445314727,-1.9493320026353012,0.6340126270759416,0.3776035894310957,-0.28803038375456097,0.026963407514416355,137500.0
92,-2.756139578083077,-1.9033716801694562,0.5298421662979756,-0.07661362446752791,-0.32077251840349574,-0.0501821854226758,162500.0
93,-1.1279432892215617,-0.40245020953882515,-0.6058064763759367,-0.09865611995585136,0.1150569690077573,0.02955154816900271,187500.0
94,-0.4155760890015752,-1.3205723194114733,0.2242884619972816,-0.09150606135791965,0.1577079319563041,0.214707008746561,179200.0
95,5.915972869932117,-2.300963948742041,1.134863941255596,-1.3680639774131205,2.5594335405842203,0.05617012355018479,130000.0
96,2.4425874281513074,-0.973291352600286,0.3740381514354171,-0.8253339081061498,0.6446196279826973,0.039872540165191185,183800.0
97,-2.107743597761431,-0.6057612684323126,-0.7695478378578666,-0.11223795812924844,-0.10556042944231848,-0.024472354811436028,125000.0
98,2.3659770694608726,-1.4757033041071355,-0.6650003019929531,-0.7244047055382989,0.9163742854182675,-0.16705259527801525,170000.0
99,1.4836976564671485,-1.1589850015600367,0.5920627091341035,-0.5652648060237712,0.523400586512628,0.024196516548936283,193100.0
100,2.7773864997777302,-1.1375041069444345,0.2073872984631262,-0.7504459121200433,0.7371182168795438,0.07191432071096998,257800.0
101,3.71766553888213,-0.87343488717007,0.47069803079802064,-0.958931594744418,0.8367522521398891,-0.08259801275046025,273400.0
102,-1.72545544206655,-0.48271067619817837,0.28042512854084656,-0.19927351328077936,0.039770991937502116,-0.0190737922118118,237500.0
103,-0.4255165385346719,-1.4008414209461812,1.3452265637684204,-0.605181458578869,0.30220079650460396,0.03410995165109921,350000.0
104,4.414408802303209,-1.4281480932769568,0.9397686842415167,-1.2891372496030526,1.371001776103167,-0.06700517268623106,335700.0
105,-1.642545152639336,-0.0610540310291347,1.6569780200807755,-0.02999302676079777,-0.09336003045335829,-0.0360815024740229,313400.0
106,-0.9756276188584153,-0.9542710069387013,1.408546208608393,-0.4461401946528592,0.05030955119827769,-0.053180078472267786,268500.0
107,-1.117258808648973,-0.9947025011374695,1.3571613705846433,-0.3957540500388702,0.0781354861050541,-0.015538962901182004,259400.0
108,0.3250165356712001,-0.8327300781715674,1.7859218965938064,-0.4212011234420568,0.07586900089856818,-0.06845877368809156,275700.0
109,0.9710315553997007,-0.12473111152285504,0.13093490109172823,-0.4288171161560243,0.3801070985432685,-0.03898206802566891,225000.0
110,-1.6229402855458004,0.0026745047988723427,1.6912727969944028,-0.16723740920949207,0.01675916120984411,0.05178790211038677,262500.0
111,1.666588651671722,-0.9885320959440128,0.2671840227766771,-0.6330632038969186,0.5450642099314469,-0.04768440082221498,218500.0
112,2.1563054315140633,-0.6912947007901945,-0.0030960660870035634,-0.8388567545791247,0.8751479091830686,-0.23786159563804773,255000.0
113,-0.6325836781791555,-1.0625477007339401,1.4433820043418122,-0.4201592841361645,0.039041939624831275,-0.03691370124946486,224100.0
114,-0.8901852972905343,-0.3010729033764647,0.21426664866045242,-0.31586633397545416,0.18232182983402992,-0.06474095386079519,243100.0
115,-1.6605111102333507,-0.9224691872603576,1.255887376304332,-0.23662710558304306,-0.04194421822907146,-0.05887588053361133,231600.0
116,3.906579559957727,-1.3657026841043836,0.3115824169134806,-1.073602940331651,1.3779515315596875,-0.0844258001446429,218500.0
117,1.4348877321514313,-1.4131967865375925,1.7998358464927593,-0.7334467913044219,0.4135244644922725,-0.06700004577002076,234100.0
118,-0.8672677173705146,0.35943360366876387,1.8581975365629195,-0.12206170273684368,-0.09335318287173294,0.010900669048672686,327600.0
119,-0.4184272133533468,0.1529609329114752,1.6006814394906852,-0.22652457341257992,-0.18792096545988426,-0.14503472267115666,347600.0
120,-0.7569349818281272,0.712046593254506,1.2389252296877584,-0.25278661492933774,-0.060514018200820335,-0.012215835806734755,366100.0
121,-2.340134788264187,0.5570735306021445,0.4284168643350604,-0.04080487185164814,0.02594825547085131,0.032988090455830114,335000.0
122,-0.7361241234878062,0.5107502940435067,2.138552123849057,-0.10365286141993467,-0.1186697269150326,-0.018632886744356234,373600.0
123,-0.16438491347448225,-0.10807819559316126,1.9886679643227152,-0.36451907186084764,-0.1636862511037963,-0.08260493915468702,389500.0
124,-0.9246291289829073,0.9600988114850938,2.3004020843139465,-0.11264384496052889,-0.04822047559586719,-0.014599461616389045,391100.0
125,2.081282417064945,0.5245961082686044,0.6885412466229147,-0.5024138102568951,0.11991052511132289,-0.0329179371124805,337300.0
126,-0.4859270461788811,1.083792759377395,2.2895267762468072,-0.1890160116595634,0.08257203402183304,-0.033433983059299587,295200.0
127,0.12725967296564333,0.5011755743300766,1.6340578959977594,-0.2083187933289886,0.027740952505757914,-0.0729148854553802,292300.0
128,0.8538195948627887,1.3444407609929048,1.8262634088922294,-0.27016938601633717,-0.28133982708681815,-0.09585555899124817,411500.0
129,-0.7374267366859463,1.125133757379228,0.4551590376429999,-0.07396950103186044,0.020979633443136043,-0.027145596148975108,311500.0
130,-0.10872051100680635,1.374271552278604,1.0835847374178962,-0.13108825206356062,0.08313835520785474,-0.05311512484919558,325900.0
131,-1.0153746169934965,4.1882252474638,0.7346546102214169,0.1607142109569107,0.4499591214992112,0.14632131688852246,392600.0
132,-0.28672488790750145,1.5687999231247163,1.2188272959052944,-0.09742517010813607,0.09015263565204032,0.006373506500310085,319300.0
133,1.242097878930706,1.1671555709033903,1.3066190190148839,-0.43032098199252805,-0.11361228483637067,-0.12621509022394184,333300.0
134,-1.397504003064746,2.2835483860759287,0.6540738719396734,0.04416570380277167,0.2249509281655961,0.04429136102565777,335200.0
135,-1.1937256796709603,2.424658558318355,0.5882236163811333,0.03304785836024095,0.20358831592721266,0.06586581245241176,351200.0
136,-1.0556112363178487,1.5703198701999088,0.49492572322240214,-0.028202935918258128,0.09875007533281847,0.006254617493533162,368900.0
137,-1.0905077617419532,2.165367110715772,1.0311067444043331,-0.001792258796063908,0.1838666651304601,0.03823174229739435,365900.0
138,-1.6422928604971085,1.4445241971642488,1.0102261456776047,-0.021091619735109556,0.11735725837379374,0.04259522988895722,366700.0
139,0.06012355833723919,0.8774715987984857,1.3308758858423222,-0.21460885369907629,-0.22517210406484658,-0.04172077880702728,362800.0
140,-2.1962818062013714,1.4341440615480048,0.2463027348043653,0.05715481906333931,0.17029709555864883,0.03418957093320923,483300.0
141,-1.0779789437395408,0.8894912723541893,2.231764280326657,-0.11598748917758042,-0.018102637084672347,-0.03555758392688911,331400.0
142,-0.5064162003863668,0.9345871793253107,1.7633041133409342,-0.12739835094355514,-0.07228625258564453,-0.022679297494256956,323500.0
143,-0.2712138015381134,-1.1550639592302587,1.3083876796131335,-0.3020983204621145,-0.08407364221239735,-0.022449970150498114,216700.0
144,-0.48341671710300194,-0.6327813441521775,0.4251552859569195,-0.338277143125243,0.05711685047976113,-0.022747704395844642,233100.0
145,-1.7717347784698572,0.10525383829646462,1.7011074330865992,-0.1070003793823563,-0.050040432244136436,-0.025108293808047945,296400.0
146,-1.2526602434345129,0.6410522548431289,2.076659421141514,-0.097880645272842,0.03125653663096229,0.05291056748935362,273700.0
147,-0.7801325192407701,-0.9919845453251586,1.4429746519420987,-0.13778720427469326,-0.04126960440185505,-0.05162637558019776,227700.0
148,-0.8117322157132704,-1.08521663464935,1.3878249145012618,-0.1942331761941054,-0.11998248710701659,-0.04032516209360883,199600.0
149,-0.4466276806567068,-0.41639965998377354,1.7876102190748961,-0.219250612424883,-0.003929836628805193,-0.021868841006015244,239800.0
150,-1.2555121824231272,-0.510795119284714,1.540330645689459,-0.20992769466293773,-0.14408439760064048,-0.06412626392602053,270100.0
151,-0.43918049770210754,-0.014813896824123846,1.9707634729205044,-0.33602092971087283,-0.0028288790222923085,-0.05483592006050827,302100.0
152,-0.9355383398120036,-1.016546394233389,1.39061061461169,-0.396718204719121,0.04028178850046526,-0.04595503617254454,269500.0
153,-1.724575101445227,-0.1243268476807795,1.6056271539538298,-0.06283442614838583,-0.11378447128189872,0.019445178437902482,314700.0
154,-0.7225837053128196,1.3761938982973518,2.5407783300981945,-0.07449674957919225,-0.0489424436582307,0.03853086317358029,390100.0
155,-1.1959817118269376,1.7732457323130455,2.610408019224983,0.06235213850233604,-0.0013802812858324785,0.11365952497892642,410300.0
156,-1.052719208029727,0.8005271640451009,2.1952791184985365,-0.005459532275097661,-0.1281113531084396,-0.025751505124380545,352400.0
157,-1.6071246963225156,0.4486877515177713,1.9036373738651515,-0.037237006352024066,0.03241741864288163,-0.010450998540787538,287300.0
158,-0.9022154031869433,1.102325202246307,2.3672428859102226,-0.1438608791819562,-0.11672084614128464,0.0006456868895553219,348700.0
159,-0.7710088503167027,-1.2456732140332258,1.3263676613136912,-0.38692877852593494,0.05425027245755845,0.01989331586170256,243800.0
160,-2.13211318330867,-1.2950770259801125,0.9636932347038613,-0.19177487841676635,-0.20945786436851077,-0.07050222741368901,211500.0
161,-0.6899867204751198,-1.1399025591783876,1.4005042640131198,-0.13238140845236349,0.03805706293824026,-0.016122229468747255,218400.0
162,-0.6122755844841107,-0.8057771894578218,1.5675697701448614,-0.28815503755201,-0.01615275160350287,-0.11519576619693071,269900.0
163,0.46392374494873523,-0.9899094554947537,1.2134553646376223,-0.5385551312440071,0.23083058332942422,0.010763640905070662,218800.0
164,1.4838732219664537,-1.1411693419077695,1.0408157874302608,-0.7208796643902229,0.40130579020400853,-0.1102184758874936,225000.0
165,0.20834856678449962,-1.4124038712127651,0.6985355028293392,-0.4080759185778838,0.39811613256590583,0.01663958648188819,250000.0
166,-0.8711321386759329,-1.4177364201622509,0.244184081456261,-0.10869518714836263,0.05418029760407651,0.03328649290356427,171400.0
167,0.596934942472152,-1.3407169350782768,-0.4273224517576772,-0.5270031760361659,0.4611147689144294,0.007854570708466747,193800.0
168,-0.4831009818842639,-0.6534056038408776,-0.5600969792168063,-0.029077902769588392,0.12622928919568768,0.05192906262228422,125000.0
169,-0.5661626365312377,-1.5294839147990866,0.629201854457216,0.08764184880894936,0.019974668878137272,0.07853675606902379,97500.0
170,-1.9346301577954055,-1.0813776221297577,0.9440717639228894,0.12596859865626756,-0.05592030922160931,0.0008331948870187273,125000.0
171,-1.2239553863817108,-1.4770891392989671,1.1161521284592353,0.018251191814291245,-0.008009934892586064,0.025462583059337084,138800.0
172,-0.15167278100712564,-1.0970694989673193,0.13495645506319737,0.15745672909733324,0.2798284627005313,0.10042488549319048,116700.0
173,0.06818092358908369,-1.6150207935812315,0.5711090624778149,0.0043088587933666845,0.1327830185411551,-0.06025349162915956,151800.0
174,-1.8124168735149921,-1.3265154723017898,1.034453566053161,0.001037021317576644,-0.15222911741270664,-0.02526457667418148,127000.0
175,-1.1967109335121844,-1.4719738974958014,1.1203017500477446,0.02812863101607945,-0.13695642354492754,0.00725769261351598,128600.0
176,-1.2313563835291061,-1.4742577006739828,1.1081326210083378,-0.07428209598825733,-0.12761632487029853,0.05704344319327311,140600.0
177,-0.4380226948685643,-1.204025004308092,0.9890279487552385,-0.21472497727838427,0.17880703194626538,-0.009340033446709304,182700.0
178,-1.639902214769509,-1.295768317631552,1.0898480272132827,-0.058264632324595673,-0.13313930625847165,0.01930605174267937,146900.0
179,-0.9210006869819262,-1.1397145850022912,1.345491603085258,0.1146637992228027,-0.05408975485887679,0.019767466042497975,122800.0
180,0.1639311733895241,-1.3963961915094953,1.2239539166809772,-0.32011793728705573,0.14250942391404214,0.016568598461466136,169300.0
181,-2.075096132086673,-1.4402612907806567,0.9144802915773594,-0.1073446512052546,-0.17517200482564801,-0.046443660984386195,126600.0
182,-1.1498101555747449,-1.5658114480294743,0.9986370418276158,-0.16057668980236445,-0.05386974572640194,-0.029726333446342644,127900.0
183,-0.8989740285293378,-1.4113433718633348,1.0439179124339772,-0.0867376562635279,-0.013040882166655061,0.06070178326472068,123500.0
184,-1.5547249738501954,-1.305942942787066,1.1075459595752035,-0.03005609121034671,-0.12065008804427858,-7.94467487819014e-05,111900.0
185,3.574647908199265,-1.8627849412053792,1.3281117706618866,0.6587228617685645,-0.008561015152519382,0.13350610404069213,112800.0
186,-0.7998442837832488,-1.1813823047101886,1.3622323156429548,0.39034503999935166,-0.07415086983491839,-0.0009161321580053301,107900.0
187,-1.2352161003476518,-0.846647210737931,-0.5667263515367692,0.19045374288730893,-0.0667490179529063,-0.019864341744885775,137500.0
188,-0.7317867660008248,-1.1191309368582818,0.2429647176909959,0.26057909704852233,0.020505473428309277,0.07141416049245386,105500.0
189,-1.1412236278396501,-1.3397852274676685,0.7496937212708066,0.1540141926732275,-0.09716403692531556,0.14749283958319231,95500.0
190,-2.027544200115801,-0.7830446140615318,1.2355315106845381,0.08682003235966428,-0.054552389534452246,0.04205538101723595,116100.0
191,-0.9449419931659396,-1.1558238907909544,0.5249266347719308,0.16040618938043627,-0.11061188916278637,0.007308836171287763,112200.0
192,-2.633052912176388,-1.250830794915556,0.7749460771718415,-0.032225561228864566,-0.20029500238939776,-0.03478107260429006,75000.0
193,-2.1203325697267505,-1.1467327352591135,-0.12545030380883496,-0.057613817168618665,-0.1665515454865653,-0.0349771798600675,112500.0
194,-1.744569372902448,-0.7112984108464687,1.3410475041598664,0.13876690936593136,-0.00881204895078218,0.04687080358048057,125000.0
195,0.6487687835776156,-0.8949143570700847,-1.0133266125919969,-0.1292627697685919,0.3340189665569736,0.081193508293238,115000.0
196,-2.2837371020659276,-1.5647521623979945,0.8097849832508869,0.03205651984899285,-0.16511365673536232,-0.03033112022907851,95000.0
197,-1.5914656264289682,-1.2150972140083818,1.1417823533543117,0.015908405126240734,-0.09114779198561661,0.056474427116642516,96400.0
198,-1.9898247059728702,-1.1635057677418628,1.0661481950109244,-0.009197781938821734,-0.11412892917004963,0.02760145584901152,72000.0
199,-2.2807729025249057,-1.0871268829378302,1.0290970834950173,-0.037130130761078385,-0.1080242007372469,0.027945774301822095,71300.0
200,-1.7495385439211184,-0.9976643156371311,1.2085551577191014,0.26154904690965125,-0.08828576084563089,0.039544469896285524,80800.0
201,-0.5819989740900102,-1.831304817385179,0.9325690538195446,0.07805055420519778,-0.044192470845883604,0.04754388927831164,128800.0
202,-0.6883618377970663,-1.3878695115917687,0.4916470365739771,0.228910477923277,0.09973831560758763,0.06020772446066035,112500.0
203,-1.6471575354373875,-1.7387703091218838,0.8889536800802142,0.14807486519366284,-0.17402489090999376,-0.008929011572942071,119400.0
204,0.8564731899054148,-1.866335883313699,0.7601041554132366,0.6331334108950529,0.3262201140350062,0.1807750575642693,118100.0
205,-0.9333958859455451,-1.4371277447504618,0.8457318961680668,0.27109930727371706,-0.1854051317919681,0.08157955933896363,122500.0
206,-1.6910334763160366,-1.2192053385734087,0.8434878292940434,0.09148016186885066,-0.23417629503525175,-0.028198254959685295,106300.0
207,-0.10125690136843653,-1.1216177830767213,0.21213214772499697,0.06695752087948031,-0.01581600086414969,0.025557801397802928,132500.0
208,-1.8715946414070572,-0.8557192979778026,-0.7367639089331209,-0.050765383508777455,-0.16085494036356096,-0.050314162985664476,122700.0
209,-1.8018988495140766,-1.3439839020744981,-0.05134350712485544,-0.08362595091968453,-0.24027900952170297,-0.0445426024522091,113300.0
210,-1.281482314603457,-0.5283490894298006,0.8165467178864433,0.06540482711977619,-0.09645211284239884,0.05772269705973689,109500.0
211,0.5444415402031461,-0.8909417100125399,1.8244652801472618,0.2810989846976601,-0.045708248302479736,-0.011360014967477816,164700.0
212,-1.9875108696635417,-0.9189760978672572,1.1815170869662053,0.00973515731896533,-0.06338189700151022,-0.007988495898946492,125000.0
213,-0.2187852294073644,-1.2036472760286212,0.9525682731256501,0.09065517723909736,-0.009119677583158316,0.04145640666563813,124700.0
214,-0.8597426417123221,-1.258624880023073,1.0352282610375187,-0.0253762873633489,-0.03117721446356994,0.00010893928004239396,136700.0
215,0.6240948936746527,-0.9598701635081084,0.5595780201988844,0.2324080777255339,0.025308094400494738,0.04675133886822833,141700.0
